date,DFII5,DFII10,DFII30
2020-08-14,-1.24,-0.94,-0.26
2020-08-17,-1.25,-0.97,-0.28
2020-08-18,-1.28,-1.01,-0.35
2020-08-19,-1.26,-0.99,-0.33
2020-08-20,-1.22,-0.97,-0.26
2020-08-21,-1.25,-1.0,-0.34
2020-08-24,-1.29,-1.02,-0.36
2020-08-25,-1.3,-1.01,-0.34
2020-08-26,-1.35,-1.03,-0.35
2020-08-27,-1.34,-0.99,-0.26
2020-08-28,-1.4,-1.03,-0.28
2020-08-31,-1.41,-1.08,-0.35
2020-09-01,-1.39,-1.08,-0.39
2020-09-02,-1.35,-1.07,-0.4
2020-09-03,-1.29,-1.02,-0.39
2020-09-04,-1.27,-0.98,-0.33
2020-09-07,,,
2020-09-08,-1.27,-0.99,-0.35
2020-09-09,-1.29,-1.0,-0.34
2020-09-10,-1.28,-1.01,-0.36
2020-09-11,-1.27,-0.98,-0.33
2020-09-14,-1.27,-0.97,-0.32
2020-09-15,-1.27,-0.99,-0.34
2020-09-16,-1.29,-0.99,-0.32
2020-09-17,-1.29,-0.97,-0.32
2020-09-18,-1.29,-0.97,-0.31
2020-09-21,-1.23,-0.94,-0.3
2020-09-22,-1.23,-0.94,-0.3
2020-09-23,-1.2,-0.92,-0.31
2020-09-24,-1.18,-0.91,-0.33
2020-09-25,-1.17,-0.92,-0.34
2020-09-28,-1.22,-0.94,-0.34
2020-09-29,-1.25,-0.98,-0.36
2020-09-30,-1.22,-0.94,-0.32
2020-10-01,-1.21,-0.95,-0.34
2020-10-02,-1.2,-0.94,-0.33
2020-10-05,-1.19,-0.9,-0.27
2020-10-06,-1.19,-0.9,-0.26
2020-10-07,-1.19,-0.9,-0.24
2020-10-08,-1.23,-0.94,-0.29
2020-10-09,-1.22,-0.94,-0.29
2020-10-12,,,
2020-10-13,-1.21,-0.96,-0.33
2020-10-14,-1.22,-0.96,-0.33
2020-10-15,-1.2,-0.95,-0.33
2020-10-16,-1.21,-0.95,-0.33
2020-10-19,-1.19,-0.93,-0.3
2020-10-20,-1.19,-0.91,-0.26
2020-10-21,-1.2,-0.91,-0.26
2020-10-22,-1.3,-0.89,-0.23
2020-10-23,-1.29,-0.9,-0.25
2020-10-26,-1.28,-0.91,-0.28
2020-10-27,-1.3,-0.92,-0.3
2020-10-28,-1.27,-0.91,-0.29
2020-10-29,-1.23,-0.86,-0.26
2020-10-30,-1.21,-0.82,-0.23
2020-11-02,-1.22,-0.84,-0.26
2020-11-03,-1.23,-0.82,-0.24
2020-11-04,-1.23,-0.86,-0.27
2020-11-05,-1.22,-0.87,-0.29
2020-11-06,-1.18,-0.82,-0.24
2020-11-09,-1.19,-0.77,-0.15
2020-11-10,-1.23,-0.78,-0.17
2020-11-11,,,
2020-11-12,-1.23,-0.83,-0.24
2020-11-13,-1.23,-0.83,-0.24
2020-11-16,-1.23,-0.81,-0.22
2020-11-17,-1.24,-0.83,-0.25
2020-11-18,-1.23,-0.82,-0.24
2020-11-19,-1.23,-0.84,-0.27
2020-11-20,-1.23,-0.86,-0.31
2020-11-23,-1.23,-0.85,-0.3
2020-11-24,-1.26,-0.86,-0.29
2020-11-25,-1.28,-0.87,-0.29
2020-11-26,,,
2020-11-27,-1.3,-0.91,-0.33
2020-11-30,-1.32,-0.93,-0.35
2020-12-01,-1.3,-0.89,-0.3
2020-12-02,-1.34,-0.9,-0.29
2020-12-03,-1.38,-0.94,-0.32
2020-12-04,-1.41,-0.92,-0.28
2020-12-07,-1.44,-0.94,-0.3
2020-12-08,-1.45,-0.97,-0.32
2020-12-09,-1.43,-0.96,-0.32
2020-12-10,-1.44,-0.96,-0.35
2020-12-11,-1.45,-0.97,-0.34
2020-12-14,-1.47,-0.98,-0.34
2020-12-15,-1.49,-0.99,-0.35
2020-12-16,-1.53,-1.0,-0.33
2020-12-17,-1.52,-1.0,-0.33
2020-12-18,-1.53,-1.0,-0.32
2020-12-21,-1.51,-1.0,-0.32
2020-12-22,-1.55,-1.01,-0.33
2020-12-23,-1.55,-1.01,-0.32
2020-12-24,-1.55,-1.03,-0.35
2020-12-25,,,
2020-12-28,-1.54,-1.03,-0.35
2020-12-29,-1.53,-1.02,-0.34
2020-12-30,-1.55,-1.03,-0.35
2020-12-31,-1.59,-1.06,-0.37
2021-01-01,,,
2021-01-04,-1.62,-1.08,-0.39
2021-01-05,-1.63,-1.07,-0.36
2021-01-06,-1.61,-1.02,-0.3
2021-01-07,-1.63,-1.01,-0.28
2021-01-08,-1.58,-0.93,-0.21
2021-01-11,-1.54,-0.91,-0.2
2021-01-12,-1.56,-0.93,-0.22
2021-01-13,-1.56,-0.96,-0.28
2021-01-14,-1.6,-0.94,-0.24
2021-01-15,-1.63,-0.99,-0.26
2021-01-18,,,
2021-01-19,-1.67,-1.0,-0.29
2021-01-20,-1.7,-1.02,-0.3
2021-01-21,-1.73,-0.98,-0.3
2021-01-22,-1.72,-0.99,-0.3
2021-01-25,-1.73,-1.03,-0.32
2021-01-26,-1.73,-1.03,-0.29
2021-01-27,-1.74,-1.04,-0.28
2021-01-28,-1.76,-1.06,-0.31
2021-01-29,-1.76,-1.02,-0.27
2021-02-01,-1.76,-1.02,-0.27
2021-02-02,-1.78,-1.03,-0.27
2021-02-03,-1.81,-1.04,-0.25
2021-02-04,-1.79,-1.02,-0.24
2021-02-05,-1.81,-1.02,-0.2
2021-02-08,-1.83,-1.03,-0.22
2021-02-09,-1.83,-1.04,-0.22
2021-02-10,-1.85,-1.06,-0.24
2021-02-11,-1.86,-1.04,-0.2
2021-02-12,-1.85,-1.01,-0.16
2021-02-15,,,
2021-02-16,-1.8,-0.94,-0.11
2021-02-17,-1.78,-0.92,-0.11
2021-02-18,-1.73,-0.87,-0.04
2021-02-19,-1.7,-0.8,0.03
2021-02-22,-1.74,-0.79,0.06
2021-02-23,-1.76,-0.79,0.08
2021-02-24,-1.76,-0.79,0.11
2021-02-25,-1.53,-0.6,0.22
2021-02-26,-1.64,-0.71,0.06
2021-03-01,-1.69,-0.71,0.12
2021-03-02,-1.76,-0.78,0.08
2021-03-03,-1.72,-0.74,0.1
2021-03-04,-1.66,-0.66,0.15
2021-03-05,-1.64,-0.66,0.12
2021-03-08,-1.56,-0.62,0.15
2021-03-09,-1.58,-0.66,0.1
2021-03-10,-1.67,-0.73,0.05
2021-03-11,-1.73,-0.74,0.08
2021-03-12,-1.66,-0.62,0.21
2021-03-15,-1.7,-0.65,0.16
2021-03-16,-1.76,-0.68,0.14
2021-03-17,-1.78,-0.67,0.17
2021-03-18,-1.64,-0.56,0.21
2021-03-19,-1.61,-0.57,0.18
2021-03-22,-1.64,-0.64,0.08
2021-03-23,-1.65,-0.66,0.05
2021-03-24,-1.7,-0.69,0.03
2021-03-25,-1.72,-0.69,0.05
2021-03-26,-1.72,-0.67,0.06
2021-03-29,-1.67,-0.63,0.1
2021-03-30,-1.62,-0.62,0.09
2021-03-31,-1.62,-0.63,0.11
2021-04-01,-1.65,-0.66,0.07
2021-04-02,-1.61,-0.64,0.07
2021-04-05,-1.61,-0.62,0.1
2021-04-06,-1.64,-0.65,0.1
2021-04-07,-1.66,-0.66,0.12
2021-04-08,-1.7,-0.69,0.1
2021-04-09,-1.64,-0.64,0.14
2021-04-12,-1.63,-0.64,0.13
2021-04-13,-1.69,-0.69,0.09
2021-04-14,-1.69,-0.69,0.1
2021-04-15,-1.74,-0.77,0.01
2021-04-16,-1.73,-0.77,0.01
2021-04-19,-1.71,-0.73,0.05
2021-04-20,-1.71,-0.74,0.04
2021-04-21,-1.72,-0.76,0.02
2021-04-22,-1.61,-0.76,0.0
2021-04-23,-1.61,-0.76,0.0
2021-04-26,-1.62,-0.78,-0.02
2021-04-27,-1.63,-0.76,-0.01
2021-04-28,-1.68,-0.78,-0.02
2021-04-29,-1.7,-0.77,0.01
2021-04-30,-1.71,-0.76,0.02
2021-05-03,-1.76,-0.79,0.02
2021-05-04,-1.8,-0.81,0.0
2021-05-05,-1.88,-0.88,-0.05
2021-05-06,-1.85,-0.87,-0.03
2021-05-07,-1.88,-0.89,-0.03
2021-05-10,-1.91,-0.91,-0.03
2021-05-11,-1.88,-0.89,0.0
2021-05-12,-1.85,-0.85,0.04
2021-05-13,-1.81,-0.85,0.03
2021-05-14,-1.86,-0.88,-0.02
2021-05-17,-1.88,-0.9,-0.02
2021-05-18,-1.89,-0.88,0.0
2021-05-19,-1.79,-0.8,0.04
2021-05-20,-1.76,-0.78,0.04
2021-05-21,-1.78,-0.8,0.03
2021-05-24,-1.82,-0.83,0.0
2021-05-25,-1.84,-0.86,-0.05
2021-05-26,-1.8,-0.82,-0.03
2021-05-27,-1.78,-0.81,-0.02
2021-05-28,-1.78,-0.84,-0.06
2021-05-31,,,
2021-06-01,-1.79,-0.84,-0.05
2021-06-02,-1.79,-0.85,-0.05
2021-06-03,-1.72,-0.79,-0.03
2021-06-04,-1.76,-0.84,-0.08
2021-06-07,-1.72,-0.82,-0.06
2021-06-08,-1.7,-0.83,-0.09
2021-06-09,-1.66,-0.82,-0.11
2021-06-10,-1.74,-0.9,-0.16
2021-06-11,-1.67,-0.85,-0.14
2021-06-14,-1.64,-0.85,-0.15
2021-06-15,-1.67,-0.87,-0.15
2021-06-16,-1.52,-0.75,-0.11
2021-06-17,-1.41,-0.75,-0.15
2021-06-18,-1.48,-0.79,-0.21
2021-06-21,-1.51,-0.75,-0.12
2021-06-22,-1.59,-0.83,-0.17
2021-06-23,-1.59,-0.84,-0.16
2021-06-24,-1.55,-0.81,-0.16
2021-06-25,-1.54,-0.8,-0.13
2021-06-28,-1.55,-0.84,-0.19
2021-06-29,-1.57,-0.83,-0.17
2021-06-30,-1.6,-0.87,-0.2
2021-07-01,-1.6,-0.87,-0.21
2021-07-02,-1.63,-0.89,-0.22
2021-07-05,,,
2021-07-06,-1.67,-0.94,-0.26
2021-07-07,-1.64,-0.95,-0.28
2021-07-08,-1.64,-0.92,-0.25
2021-07-09,-1.65,-0.91,-0.23
2021-07-12,-1.67,-0.95,-0.25
2021-07-13,-1.71,-0.94,-0.23
2021-07-14,-1.73,-0.97,-0.25
2021-07-15,-1.75,-1.01,-0.29
2021-07-16,-1.73,-1.02,-0.29
2021-07-19,-1.71,-1.05,-0.34
2021-07-20,-1.71,-1.03,-0.29
2021-07-21,-1.71,-0.98,-0.26
2021-07-22,-1.75,-1.01,-0.29
2021-07-23,-1.81,-1.05,-0.31
2021-07-26,-1.86,-1.11,-0.36
2021-07-27,-1.84,-1.13,-0.36
2021-07-28,-1.85,-1.15,-0.36
2021-07-29,-1.85,-1.15,-0.36
2021-07-30,-1.87,-1.16,-0.35
2021-08-02,-1.85,-1.17,-0.36
2021-08-03,-1.86,-1.19,-0.37
2021-08-04,-1.83,-1.16,-0.37
2021-08-05,-1.74,-1.1,-0.34
2021-08-06,-1.73,-1.06,-0.3
2021-08-09,-1.71,-1.04,-0.28
2021-08-10,-1.71,-1.04,-0.28
2021-08-11,-1.74,-1.07,-0.28
2021-08-12,-1.72,-1.05,-0.26
2021-08-13,-1.73,-1.08,-0.3
2021-08-16,-1.75,-1.1,-0.31
2021-08-17,-1.72,-1.07,-0.27
2021-08-18,-1.69,-1.05,-0.29
2021-08-19,-1.67,-1.04,-0.3
2021-08-20,-1.6,-1.01,-0.3
2021-08-23,-1.65,-1.02,-0.31
2021-08-24,-1.65,-1.01,-0.29
2021-08-25,-1.67,-1.0,-0.26
2021-08-26,-1.66,-0.99,-0.28
2021-08-27,-1.74,-1.08,-0.35
2021-08-30,-1.74,-1.08,-0.34
2021-08-31,-1.71,-1.03,-0.3
2021-09-01,-1.7,-1.03,-0.31
2021-09-02,-1.69,-1.03,-0.31
2021-09-03,-1.7,-1.01,-0.28
2021-09-06,,,
2021-09-07,-1.69,-0.98,-0.25
2021-09-08,-1.72,-1.03,-0.29
2021-09-09,-1.76,-1.08,-0.36
2021-09-10,-1.73,-1.05,-0.34
2021-09-13,-1.72,-1.04,-0.34
2021-09-14,-1.7,-1.05,-0.37
2021-09-15,-1.7,-1.04,-0.36
2021-09-16,-1.69,-1.01,-0.34
2021-09-17,-1.63,-0.96,-0.32
2021-09-20,-1.6,-0.98,-0.34
2021-09-21,-1.6,-0.96,-0.33
2021-09-22,-1.55,-0.96,-0.34
2021-09-23,-1.54,-0.9,-0.3
2021-09-24,-1.5,-0.87,-0.24
2021-09-27,-1.52,-0.87,-0.25
2021-09-28,-1.51,-0.84,-0.2
2021-09-29,-1.51,-0.82,-0.18
2021-09-30,-1.53,-0.85,-0.19
2021-10-01,-1.58,-0.9,-0.23
2021-10-04,-1.58,-0.89,-0.23
2021-10-05,-1.61,-0.91,-0.23
2021-10-06,-1.58,-0.9,-0.24
2021-10-07,-1.59,-0.88,-0.2
2021-10-08,-1.59,-0.89,-0.21
2021-10-11,,,
2021-10-12,-1.56,-0.9,-0.24
2021-10-13,-1.59,-0.96,-0.32
2021-10-14,-1.64,-1.0,-0.34
2021-10-15,-1.58,-0.97,-0.33
2021-10-18,-1.55,-0.95,-0.34
2021-10-19,-1.54,-0.89,-0.27
2021-10-20,-1.61,-0.92,-0.26
2021-10-21,-1.71,-0.96,-0.31
2021-10-22,-1.69,-0.98,-0.32
2021-10-25,-1.76,-1.02,-0.32
2021-10-26,-1.79,-1.06,-0.37
2021-10-27,-1.8,-1.11,-0.46
2021-10-28,-1.72,-1.0,-0.36
2021-10-29,-1.71,-0.96,-0.3
2021-11-01,-1.66,-0.92,-0.27
2021-11-02,-1.69,-0.95,-0.32
2021-11-03,-1.67,-0.93,-0.3
2021-11-04,-1.78,-1.03,-0.38
2021-11-05,-1.83,-1.09,-0.45
2021-11-08,-1.81,-1.11,-0.5
2021-11-09,-1.88,-1.17,-0.57
2021-11-10,-1.85,-1.14,-0.52
2021-11-11,,,
2021-11-12,-1.87,-1.15,-0.51
2021-11-15,-1.91,-1.13,-0.48
2021-11-16,-1.9,-1.1,-0.42
2021-11-17,-1.9,-1.1,-0.43
2021-11-18,-1.89,-1.14,-0.47
2021-11-19,-1.8,-1.11,-0.52
2021-11-22,-1.65,-0.98,-0.41
2021-11-23,-1.67,-0.95,-0.36
2021-11-24,-1.69,-0.97,-0.39
2021-11-25,,,
2021-11-26,-1.76,-1.07,-0.48
2021-11-29,-1.73,-1.02,-0.44
2021-11-30,-1.66,-1.07,-0.51
2021-12-01,-1.55,-1.01,-0.5
2021-12-02,-1.52,-1.03,-0.56
2021-12-03,-1.59,-1.08,-0.59
2021-12-06,-1.58,-1.01,-0.5
2021-12-07,-1.58,-0.99,-0.47
2021-12-08,-1.61,-1.0,-0.43
2021-12-09,-1.54,-0.98,-0.41
2021-12-10,-1.51,-0.96,-0.36
2021-12-13,-1.52,-0.98,-0.4
2021-12-14,-1.43,-0.93,-0.37
2021-12-15,-1.41,-0.92,-0.35
2021-12-16,-1.51,-0.98,-0.34
2021-12-17,-1.47,-0.97,-0.37
2021-12-20,-1.48,-0.96,-0.36
2021-12-21,-1.45,-0.96,-0.38
2021-12-22,-1.47,-1.01,-0.43
2021-12-23,-1.47,-0.97,-0.38
2021-12-24,,,
2021-12-27,-1.49,-1.02,-0.42
2021-12-28,-1.51,-1.01,-0.4
2021-12-29,-1.54,-0.98,-0.38
2021-12-30,-1.59,-1.06,-0.43
2021-12-31,-1.61,-1.04,-0.44
2022-01-03,-1.58,-0.97,-0.36
2022-01-04,-1.56,-0.91,-0.27
2022-01-05,-1.44,-0.82,-0.2
2022-01-06,-1.3,-0.73,-0.15
2022-01-07,-1.28,-0.72,-0.16
2022-01-10,-1.24,-0.7,-0.15
2022-01-11,-1.36,-0.79,-0.22
2022-01-12,-1.32,-0.74,-0.17
2022-01-13,-1.3,-0.73,-0.17
2022-01-14,-1.24,-0.66,-0.1
2022-01-17,,,
2022-01-18,-1.15,-0.59,-0.06
2022-01-19,-1.11,-0.57,-0.05
2022-01-20,-1.12,-0.5,-0.05
2022-01-21,-1.16,-0.59,-0.12
2022-01-24,-1.21,-0.63,-0.12
2022-01-25,-1.22,-0.63,-0.09
2022-01-26,-1.09,-0.53,-0.03
2022-01-27,-1.1,-0.59,-0.11
2022-01-28,-1.19,-0.66,-0.14
2022-01-31,-1.2,-0.65,-0.12
2022-02-01,-1.17,-0.62,-0.08
2022-02-02,-1.19,-0.63,-0.07
2022-02-03,-1.1,-0.56,-0.01
2022-02-04,-1.0,-0.48,0.06
2022-02-07,-0.99,-0.48,0.05
2022-02-08,-0.96,-0.46,0.05
2022-02-09,-0.96,-0.48,0.05
2022-02-10,-0.85,-0.42,0.11
2022-02-11,-0.98,-0.51,0.09
2022-02-14,-1.01,-0.5,0.13
2022-02-15,-0.95,-0.43,0.18
2022-02-16,-0.97,-0.43,0.17
2022-02-17,-1.02,-0.46,0.19
2022-02-18,-1.04,-0.49,0.12
2022-02-21,,,
2022-02-22,-1.04,-0.51,0.11
2022-02-23,-1.12,-0.54,0.12
2022-02-24,-1.21,-0.59,0.1
2022-02-25,-1.16,-0.57,0.09
2022-02-28,-1.4,-0.79,-0.11
2022-03-01,-1.58,-0.9,-0.16
2022-03-02,-1.49,-0.85,-0.14
2022-03-03,-1.43,-0.83,-0.11
2022-03-04,-1.54,-0.93,-0.17
2022-03-07,-1.58,-0.99,-0.23
2022-03-08,-1.63,-1.04,-0.3
2022-03-09,-1.46,-0.9,-0.2
2022-03-10,-1.5,-0.88,-0.14
2022-03-11,-1.56,-0.94,-0.22
2022-03-14,-1.4,-0.79,-0.13
2022-03-15,-1.32,-0.69,-0.03
2022-03-16,-1.16,-0.61,-0.02
2022-03-17,-1.34,-0.71,-0.08
2022-03-18,-1.34,-0.72,-0.09
2022-03-21,-1.19,-0.58,0.01
2022-03-22,-1.13,-0.53,0.04
2022-03-23,-1.23,-0.62,-0.06
2022-03-24,-1.2,-0.58,-0.02
2022-03-25,-1.04,-0.47,0.06
2022-03-28,-1.02,-0.49,0.02
2022-03-29,-0.91,-0.45,0.05
2022-03-30,-0.97,-0.51,0.0
2022-03-31,-0.92,-0.52,-0.03
2022-04-01,-0.73,-0.41,0.0
2022-04-04,-0.72,-0.38,0.02
2022-04-05,-0.62,-0.3,0.09
2022-04-06,-0.58,-0.22,0.15
2022-04-07,-0.56,-0.16,0.21
2022-04-08,-0.57,-0.15,0.23
2022-04-11,-0.58,-0.12,0.27
2022-04-12,-0.65,-0.14,0.28
2022-04-13,-0.59,-0.1,0.3
2022-04-14,-0.54,-0.06,0.34
2022-04-15,,,
2022-04-18,-0.57,-0.07,0.33
2022-04-19,-0.45,0.0,0.38
2022-04-20,-0.49,-0.07,0.28
2022-04-21,-0.41,-0.12,0.25
2022-04-22,-0.43,-0.08,0.3
2022-04-25,-0.43,-0.1,0.3
2022-04-26,-0.46,-0.08,0.33
2022-04-27,-0.47,-0.06,0.36
2022-04-28,-0.53,-0.12,0.29
2022-04-29,-0.38,0.01,0.4
2022-05-02,-0.2,0.18,0.56
2022-05-03,-0.2,0.14,0.48
2022-05-04,-0.31,0.07,0.44
2022-05-05,-0.22,0.18,0.55
2022-05-06,-0.16,0.26,0.63
2022-05-09,-0.11,0.3,0.66
2022-05-10,-0.01,0.34,0.67
2022-05-11,-0.11,0.21,0.51
2022-05-12,-0.08,0.25,0.57
2022-05-13,-0.14,0.24,0.57
2022-05-16,-0.21,0.2,0.59
2022-05-17,-0.12,0.27,0.65
2022-05-18,-0.16,0.17,0.54
2022-05-19,-0.13,0.25,0.63
2022-05-20,-0.08,0.23,0.64
2022-05-23,-0.04,0.26,0.68
2022-05-24,-0.11,0.21,0.62
2022-05-25,-0.17,0.19,0.64
2022-05-26,-0.26,0.13,0.61
2022-05-27,-0.24,0.11,0.59
2022-05-30,,,
2022-05-31,-0.15,0.21,0.67
2022-06-01,-0.02,0.29,0.67
2022-06-02,-0.05,0.26,0.62
2022-06-03,-0.09,0.22,0.55
2022-06-06,-0.02,0.28,0.62
2022-06-07,-0.04,0.25,0.58
2022-06-08,-0.03,0.28,0.63
2022-06-09,-0.01,0.29,0.62
2022-06-10,0.12,0.39,0.67
2022-06-13,0.45,0.69,0.9
2022-06-14,0.73,0.89,1.01
2022-06-15,0.38,0.63,0.86
2022-06-16,0.48,0.66,0.86
2022-06-17,0.54,0.67,0.85
2022-06-20,,,
2022-06-21,0.54,0.7,0.9
2022-06-22,0.48,0.62,0.8
2022-06-23,0.45,0.59,0.81
2022-06-24,0.36,0.57,0.81
2022-06-27,0.45,0.65,0.87
2022-06-28,0.52,0.72,0.91
2022-06-29,0.56,0.74,0.96
2022-06-30,0.43,0.65,0.91
2022-07-01,0.28,0.54,0.88
2022-07-04,,,
2022-07-05,0.31,0.52,0.84
2022-07-06,0.48,0.64,0.94
2022-07-07,0.52,0.68,0.98
2022-07-08,0.51,0.72,1.02
2022-07-11,0.49,0.67,0.99
2022-07-12,0.51,0.64,0.94
2022-07-13,0.51,0.6,0.88
2022-07-14,0.52,0.62,0.89
2022-07-15,0.46,0.57,0.86
2022-07-18,0.43,0.59,0.9
2022-07-19,0.47,0.62,0.92
2022-07-20,0.51,0.66,0.95
2022-07-21,0.45,0.58,0.93
2022-07-22,0.31,0.43,0.82
2022-07-25,0.31,0.45,0.85
2022-07-26,0.33,0.45,0.85
2022-07-27,0.21,0.36,0.8
2022-07-28,0.02,0.2,0.75
2022-07-29,-0.03,0.14,0.71
2022-08-01,-0.06,0.09,0.67
2022-08-02,0.16,0.27,0.79
2022-08-03,0.14,0.23,0.72
2022-08-04,0.12,0.22,0.74
2022-08-05,0.33,0.37,0.81
2022-08-08,0.26,0.29,0.74
2022-08-09,0.31,0.33,0.78
2022-08-10,0.32,0.35,0.82
2022-08-11,0.31,0.4,0.9
2022-08-12,0.3,0.37,0.89
2022-08-15,0.29,0.35,0.89
2022-08-16,0.34,0.38,0.89
2022-08-17,0.39,0.43,0.92
2022-08-18,0.32,0.36,0.86
2022-08-19,0.39,0.43,0.87
2022-08-22,0.43,0.46,0.88
2022-08-23,0.41,0.47,0.89
2022-08-24,0.41,0.49,0.92
2022-08-25,0.38,0.43,0.87
2022-08-26,0.47,0.47,0.85
2022-08-29,0.56,0.54,0.9
2022-08-30,0.6,0.56,0.87
2022-08-31,0.72,0.67,0.96
2022-09-01,0.87,0.81,1.07
2022-09-02,0.75,0.73,1.01
2022-09-05,,,
2022-09-06,0.87,0.85,1.11
2022-09-07,0.86,0.82,1.07
2022-09-08,0.93,0.88,1.11
2022-09-09,0.94,0.91,1.14
2022-09-12,0.95,0.95,1.21
2022-09-13,1.02,0.98,1.19
2022-09-14,0.98,0.95,1.15
2022-09-15,1.09,1.02,1.18
2022-09-16,1.13,1.07,1.25
2022-09-19,1.25,1.15,1.28
2022-09-20,1.27,1.17,1.3
2022-09-21,1.27,1.13,1.24
2022-09-22,1.46,1.29,1.38
2022-09-23,1.58,1.32,1.38
2022-09-26,1.82,1.56,1.52
2022-09-27,1.86,1.64,1.66
2022-09-28,1.55,1.39,1.5
2022-09-29,1.8,1.57,1.64
2022-09-30,1.92,1.68,1.74
2022-10-03,1.64,1.43,1.58
2022-10-04,1.56,1.38,1.58
2022-10-05,1.7,1.54,1.68
2022-10-06,1.76,1.61,1.73
2022-10-07,1.78,1.62,1.73
2022-10-10,,,
2022-10-11,1.78,1.62,1.73
2022-10-12,1.8,1.62,1.71
2022-10-13,1.83,1.63,1.72
2022-10-14,1.81,1.59,1.66
2022-10-17,1.76,1.57,1.65
2022-10-18,1.79,1.6,1.71
2022-10-19,1.89,1.72,1.79
2022-10-20,1.8,1.73,1.77
2022-10-21,1.65,1.69,1.82
2022-10-24,1.64,1.66,1.78
2022-10-25,1.63,1.59,1.74
2022-10-26,1.64,1.6,1.75
2022-10-27,1.52,1.51,1.67
2022-10-28,1.57,1.51,1.65
2022-10-31,1.6,1.58,1.69
2022-11-01,1.62,1.56,1.64
2022-11-02,1.62,1.57,1.63
2022-11-03,1.82,1.74,1.76
2022-11-04,1.72,1.69,1.77
